#         t          x          y          z         vx         vy         vz
      6.455     33.079     -2.113     14.598    -93.144   -229.297   -198.244
      6.456     32.986     -2.342     14.400    -94.323   -229.171   -198.778
      6.457     32.891     -2.571     14.201    -95.509   -229.036   -199.310
      6.458     32.795     -2.800     14.001    -96.703   -228.892   -199.840
      6.459     32.697     -3.029     13.801    -97.904   -228.739   -200.368
      6.460     32.599     -3.257     13.601    -99.112   -228.576   -200.895
      6.461     32.499     -3.486     13.399   -100.327   -228.405   -201.419
      6.462     32.398     -3.714     13.198   -101.550   -228.223   -201.940
      6.463     32.296     -3.942     12.995   -102.780   -228.032   -202.460
      6.464     32.193     -4.170     12.793   -104.017   -227.831   -202.977
      6.465     32.088     -4.398     12.590   -105.261   -227.620   -203.491
      6.466     31.982     -4.626     12.386   -106.512   -227.399   -204.003
      6.467     31.875     -4.853     12.182   -107.771   -227.168   -204.512
      6.468     31.767     -5.080     11.977   -109.036   -226.926   -205.018
      6.469     31.657     -5.307     11.771   -110.308   -226.673   -205.521
      6.470     31.546     -5.533     11.566   -111.588   -226.410   -206.020
      6.471     31.434     -5.760     11.359   -112.874   -226.136   -206.517
      6.472     31.320     -5.985     11.153   -114.167   -225.850   -207.010
      6.473     31.205     -6.211     10.945   -115.466   -225.553   -207.499
      6.474     31.089     -6.437     10.738   -116.772   -225.245   -207.985
      6.475     30.972     -6.662     10.529   -118.085   -224.925   -208.466
      6.476     30.853     -6.886     10.321   -119.404   -224.593   -208.944
      6.477     30.733     -7.111     10.112   -120.730   -224.250   -209.418
      6.478     30.612     -7.335      9.902   -122.062   -223.894   -209.887
      6.479     30.489     -7.559      9.692   -123.400   -223.526   -210.352
      6.480     30.365     -7.782      9.481   -124.745   -223.145   -210.812
      6.481     30.239     -8.005      9.270   -126.095   -222.752   -211.267
      6.482     30.113     -8.227      9.059   -127.451   -222.347   -211.718
      6.483     29.985     -8.450      8.847   -128.813   -221.928   -212.163
      6.484     29.855     -8.671      8.634   -130.180   -221.496   -212.604
      6.485     29.724     -8.893      8.422   -131.554   -221.051   -213.038
      6.486     29.592     -9.113      8.208   -132.932   -220.593   -213.467
      6.487     29.458     -9.334      7.995   -134.316   -220.121   -213.891
      6.488     29.323     -9.554      7.781   -135.704   -219.635   -214.308
      6.489     29.187     -9.773      7.566   -137.098   -219.136   -214.720
      6.490     29.049     -9.992      7.351   -138.496   -218.622   -215.125
      6.491     28.910    -10.210      7.136   -139.899   -218.095   -215.523
      6.492     28.769    -10.428      6.920   -141.306   -217.553   -215.915
      6.493     28.627    -10.645      6.704   -142.718   -216.997   -216.300
      6.494     28.484    -10.862      6.487   -144.133   -216.426   -216.678
      6.495     28.339    -11.078      6.271   -145.553   -215.841   -217.049
      6.496     28.193    -11.294      6.053   -146.976   -215.241   -217.412
      6.497     28.045    -11.509      5.836   -148.402   -214.626   -217.768
      6.498     27.896    -11.723      5.618   -149.831   -213.996   -218.116
      6.499     27.745    -11.937      5.400   -151.264   -213.350   -218.456
      6.500     27.593    -12.150      5.181   -152.698   -212.690   -218.787
      6.501     27.440    -12.362      4.962   -154.136   -212.014   -219.110
      6.502     27.285    -12.574      4.743   -155.575   -211.323   -219.425
      6.503     27.129    -12.785      4.523   -157.017   -210.616   -219.730
      6.504     26.971    -12.995      4.303   -158.460   -209.894   -220.027
      6.505     26.812    -13.204      4.083   -159.904   -209.155   -220.314
      6.506     26.651    -13.413      3.863   -161.350   -208.402   -220.592
      6.507     26.489    -13.621      3.642   -162.796   -207.632   -220.859
      6.508     26.326    -13.829      3.421   -164.243   -206.846   -221.117
      6.509     26.161    -14.035      3.200   -165.690   -206.045   -221.364
      6.510     25.994    -14.241      2.978   -167.137   -205.227   -221.601
      6.511     25.826    -14.445      2.756   -168.583   -204.393   -221.827
      6.512     25.657    -14.649      2.535   -170.029   -203.544   -222.041
      6.513     25.486    -14.852      2.312   -171.473   -202.678   -222.244
      6.514     25.314    -15.055      2.090   -172.916   -201.796   -222.434
      6.515     25.141    -15.256      1.868   -174.357   -200.898   -222.612
      6.516     24.965    -15.456      1.645   -175.795   -199.985   -222.776
      6.517     24.789    -15.656      1.422   -177.231   -199.055   -222.926
      6.518     24.611    -15.855      1.199   -178.664   -198.110   -223.059
      6.519     24.432    -16.052      0.976   -180.093   -197.148   -223.175
      6.520     24.251    -16.249      0.753   -181.518   -196.171   -223.270
      6.521     24.069    -16.445      0.529   -182.939   -195.179   -223.341
      6.522     23.885    -16.639      0.306   -184.354   -194.171   -223.384
      6.523     23.700    -16.833      0.083   -185.763   -193.149   -223.394
      6.524     23.513    -17.026     -0.141   -187.166   -192.112   -223.368
      6.525     23.326    -17.217     -0.364   -188.561   -191.062   -223.307
      6.526     23.136    -17.408     -0.587   -189.948   -189.998   -223.212
      6.527     22.946    -17.597     -0.811   -191.325   -188.920   -223.090
      6.528     22.754    -17.785     -1.034   -192.693   -187.830   -222.943
      6.529     22.560    -17.973     -1.256   -194.051   -186.728   -222.775
      6.530     22.366    -18.159     -1.479   -195.399   -185.613   -222.587
      6.531     22.170    -18.344     -1.702   -196.735   -184.487   -222.383
      6.532     21.972    -18.528     -1.924   -198.060   -183.349   -222.162
      6.533     21.773    -18.711     -2.146   -199.373   -182.200   -221.925
      6.534     21.573    -18.892     -2.368   -200.674   -181.040   -221.673
      6.535     21.372    -19.073     -2.589   -201.962   -179.870   -221.407
      6.536     21.169    -19.252     -2.811   -203.238   -178.689   -221.127
      6.537     20.966    -19.430     -3.031   -204.500   -177.498   -220.833
      6.538     20.760    -19.607     -3.252   -205.749   -176.297   -220.525
      6.539     20.554    -19.783     -3.473   -206.984   -175.087   -220.204
      6.540     20.347    -19.957     -3.693   -208.205   -173.868   -219.870
      6.541     20.138    -20.130     -3.912   -209.411   -172.640   -219.522
      6.542     19.928    -20.302     -4.132   -210.603   -171.403   -219.162
      6.543     19.717    -20.473     -4.351   -211.780   -170.159   -218.789
      6.544     19.504    -20.643     -4.569   -212.942   -168.906   -218.403
      6.545     19.291    -20.811     -4.787   -214.089   -167.646   -218.005
      6.546     19.076    -20.978     -5.005   -215.220   -166.378   -217.595
      6.547     18.860    -21.144     -5.223   -216.336   -165.103   -217.173
      6.548     18.643    -21.308     -5.440   -217.435   -163.822   -216.739
      6.549     18.425    -21.471     -5.656   -218.518   -162.535   -216.293
      6.550     18.206    -21.633     -5.872   -219.585   -161.241   -215.836
      6.551     17.986    -21.794     -6.088   -220.636   -159.942   -215.367
      6.552     17.765    -21.953     -6.303   -221.669   -158.637   -214.887
      6.553     17.543    -22.111     -6.517   -222.686   -157.328   -214.397
      6.554     17.320    -22.268     -6.732   -223.686   -156.013   -213.895
      6.555     17.095    -22.423     -6.945   -224.669   -154.694   -213.382
      6.556     16.870    -22.577     -7.158   -225.635   -153.372   -212.860
      6.557     16.644    -22.730     -7.371   -226.584   -152.045   -212.326
      6.558     16.417    -22.881     -7.583   -227.515   -150.715   -211.783
      6.559     16.189    -23.031     -7.795   -228.429   -149.382   -211.230
      6.560     15.960    -23.180     -8.005   -229.325   -148.046   -210.667
      6.561     15.731    -23.327     -8.216   -230.204   -146.707   -210.095
      6.562     15.500    -23.474     -8.426   -231.065   -145.366   -209.513
      6.563     15.268    -23.618     -8.635   -231.908   -144.023   -208.923
      6.564     15.036    -23.762     -8.844   -232.734   -142.679   -208.323
      6.565     14.803    -23.904     -9.052   -233.542   -141.333   -207.715
      6.566     14.569    -24.044     -9.259   -234.333   -139.987   -207.098
      6.567     14.334    -24.184     -9.466   -235.106   -138.639   -206.473
      6.568     14.099    -24.322     -9.672   -235.861   -137.291   -205.840
      6.569     13.863    -24.458     -9.877   -236.598   -135.943   -205.200
      6.570     13.626    -24.593    -10.082   -237.318   -134.595   -204.551
      6.571     13.388    -24.727    -10.286   -238.021   -133.247   -203.895
      6.572     13.150    -24.860    -10.490   -238.706   -131.900   -203.232
      6.573     12.911    -24.991    -10.693   -239.373   -130.553   -202.562
      6.574     12.671    -25.121    -10.895   -240.023   -129.208   -201.885
      6.575     12.431    -25.250    -11.097   -240.656   -127.864   -201.201
      6.576     12.190    -25.377    -11.298   -241.271   -126.522   -200.511
      6.577     11.948    -25.503    -11.498   -241.870   -125.181   -199.815
      6.578     11.706    -25.627    -11.697   -242.451   -123.843   -199.113
      6.579     11.463    -25.750    -11.896   -243.015   -122.507   -198.405
      6.580     11.220    -25.872    -12.094   -243.563   -121.173   -197.692
      6.581     10.976    -25.993    -12.291   -244.093   -119.842   -196.973
      6.582     10.732    -26.112    -12.488   -244.607   -118.514   -196.249
      6.583     10.487    -26.230    -12.684   -245.105   -117.189   -195.520
      6.584     10.241    -26.346    -12.879   -245.586   -115.867   -194.786
